job_title,job_detail_url,job_listed,company_name,company_link,company_location
Full Stack Engineer (Generative AI Applications),https://eg.linkedin.com/jobs/view/full-stack-engineer-generative-ai-applications-at-nogood-3864646121?refId=envxKoALXrHeqUifLfNoiw%3D%3D&trackingId=qi2lb4wx4SgbCOMgTiz6KA%3D%3D&position=20&pageNum=4&trk=public_jobs_jserp-result_search-card,1 month ago,NoGood,https://www.linkedin.com/company/nogood?trk=public_jobs_jserp-result_job-search-card-subtitle,Egypt
Internship Opportunities,https://eg.linkedin.com/jobs/view/internship-opportunities-at-travco-properties-3925497519?refId=envxKoALXrHeqUifLfNoiw%3D%3D&trackingId=Ahr%2F31HmEGXkcHV0ElPHIA%3D%3D&position=21&pageNum=4&trk=public_jobs_jserp-result_search-card,3 weeks ago,Travco Properties,https://eg.linkedin.com/company/travco-properties?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Staff Data Scientist,https://eg.linkedin.com/jobs/view/staff-data-scientist-at-breadfast-3808253013?refId=envxKoALXrHeqUifLfNoiw%3D%3D&trackingId=tcO4lsEF%2Ff4WX5ROnrO%2Bcg%3D%3D&position=22&pageNum=4&trk=public_jobs_jserp-result_search-card,4 months ago,Breadfast,https://eg.linkedin.com/company/breadfast?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Senior Software Engineer ONLINE (Back-end),https://eg.linkedin.com/jobs/view/senior-software-engineer-online-back-end-at-foodics-3943418976?refId=envxKoALXrHeqUifLfNoiw%3D%3D&trackingId=7e5kytIfHN%2ByoBP4Sg21kQ%3D%3D&position=23&pageNum=4&trk=public_jobs_jserp-result_search-card,2 hours ago,Foodics,https://sa.linkedin.com/company/foodics?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Automation Engineer Execution Dept,https://eg.linkedin.com/jobs/view/automation-engineer-execution-dept-at-egyptian-manufacturing-and-advanced-system-emas-elsewedy-industries-group-3943419693?refId=envxKoALXrHeqUifLfNoiw%3D%3D&trackingId=8km5jmIL5BOQctM1TENg7w%3D%3D&position=24&pageNum=4&trk=public_jobs_jserp-result_search-card,2 hours ago,Egyptian Manufacturing And Advanced System (EMAS) - Elsewedy Industries Group,https://www.linkedin.com/company/egyptian-manufacturing-and-advanced-system?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Egypt"
Lead Data Analyst,https://eg.linkedin.com/jobs/view/lead-data-analyst-at-nawy-3891659443?refId=PFjUqiCC5l70i2CEXs8M9Q%3D%3D&trackingId=sGW3pxUCa3xwqrtOPuXjNg%3D%3D&position=1&pageNum=5&trk=public_jobs_jserp-result_search-card,2 months ago,Nawy,https://eg.linkedin.com/company/nawyestate?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Data Engineer - Global/Remote,https://eg.linkedin.com/jobs/view/data-engineer-global-remote-at-mixrank-3894201517?refId=PFjUqiCC5l70i2CEXs8M9Q%3D%3D&trackingId=ZK6Xc%2FZVUbvtP1Td5zR6ag%3D%3D&position=2&pageNum=5&trk=public_jobs_jserp-result_search-card,1 month ago,MixRank,https://www.linkedin.com/company/mixrank?trk=public_jobs_jserp-result_job-search-card-subtitle,Egypt
Mechanical Maintenance Execution Engineer,https://eg.linkedin.com/jobs/view/mechanical-maintenance-execution-engineer-at-lafarge-egypt-3936812441?refId=PFjUqiCC5l70i2CEXs8M9Q%3D%3D&trackingId=TaDP2us4yN2fCgl7EVlSBw%3D%3D&position=3&pageNum=5&trk=public_jobs_jserp-result_search-card,1 week ago,Lafarge Egypt,https://eg.linkedin.com/company/lafargeegypt?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ain Sokhna, As Suways, Egypt"
DARE PepsiCo Summer Internship 2024- Supply Chain Cairo,https://eg.linkedin.com/jobs/view/dare-pepsico-summer-internship-2024-supply-chain-cairo-at-pepsico-3938751791?refId=PFjUqiCC5l70i2CEXs8M9Q%3D%3D&trackingId=HCvH3nTE%2Bw3HZCRjZi3m8w%3D%3D&position=4&pageNum=5&trk=public_jobs_jserp-result_search-card,6 days ago,PepsiCo,https://www.linkedin.com/company/pepsico?trk=public_jobs_jserp-result_job-search-card-subtitle,"New Cairo, Cairo, Egypt"
Electrical Engineer - PMT (Saudi Arabia),https://eg.linkedin.com/jobs/view/electrical-engineer-pmt-saudi-arabia-at-eram-talent-3934471481?refId=PFjUqiCC5l70i2CEXs8M9Q%3D%3D&trackingId=%2FL82OnWAZ%2BvgUZUGMWvFng%3D%3D&position=5&pageNum=5&trk=public_jobs_jserp-result_search-card,6 days ago,Eram Talent,https://sa.linkedin.com/company/eramtalent?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Graduate Associate Engineer - Oracle Apps Developer,https://eg.linkedin.com/jobs/view/graduate-associate-engineer-oracle-apps-developer-at-oracle-3915771516?refId=PFjUqiCC5l70i2CEXs8M9Q%3D%3D&trackingId=jVo6D8JJkIDnU2uF%2FHFHfg%3D%3D&position=6&pageNum=5&trk=public_jobs_jserp-result_search-card,2 days ago,Oracle,https://www.linkedin.com/company/oracle?trk=public_jobs_jserp-result_job-search-card-subtitle,Egypt
Gen AI Developer / Programmer,https://eg.linkedin.com/jobs/view/gen-ai-developer-programmer-at-envision-employment-solutions-3941947549?refId=PFjUqiCC5l70i2CEXs8M9Q%3D%3D&trackingId=f2YafnGBYN%2BtgBkeEUFYnQ%3D%3D&position=7&pageNum=5&trk=public_jobs_jserp-result_search-card,1 day ago,Envision Employment Solutions,https://eg.linkedin.com/company/envision-employment-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Data Analyst,https://eg.linkedin.com/jobs/view/data-analyst-at-imploy-3942598795?refId=PFjUqiCC5l70i2CEXs8M9Q%3D%3D&trackingId=x%2FRy6Sfl1mgzjnUYQzMLVg%3D%3D&position=8&pageNum=5&trk=public_jobs_jserp-result_search-card,1 day ago,Imploy,https://sa.linkedin.com/company/imployplatform?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Egypt"
Software Engineer,https://eg.linkedin.com/jobs/view/software-engineer-at-yalla-fel-sekka-3934938042?refId=PFjUqiCC5l70i2CEXs8M9Q%3D%3D&trackingId=kjU3fbftJxGOaJ1zYfUkLQ%3D%3D&position=9&pageNum=5&trk=public_jobs_jserp-result_search-card,1 month ago,Yalla Fel Sekka,https://eg.linkedin.com/company/yalla-fel-sekka?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Commercial Operations Analyst,https://eg.linkedin.com/jobs/view/commercial-operations-analyst-at-property-finder-3841960336?refId=PFjUqiCC5l70i2CEXs8M9Q%3D%3D&trackingId=i5e0dAz0lNjNYVN%2FgJlTew%3D%3D&position=10&pageNum=5&trk=public_jobs_jserp-result_search-card,2 weeks ago,Property Finder,https://ae.linkedin.com/company/propertyfinder-ae?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
DevOps Engineer,https://eg.linkedin.com/jobs/view/devops-engineer-at-halan-%D8%AD%D8%A7%D9%84%D8%A7-3930748254?refId=PFjUqiCC5l70i2CEXs8M9Q%3D%3D&trackingId=9R7N4TEDVmn%2BvPzXWjD0Vw%3D%3D&position=11&pageNum=5&trk=public_jobs_jserp-result_search-card,1 month ago,Halan - حالا,https://eg.linkedin.com/company/halan?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Engineer I,https://eg.linkedin.com/jobs/view/engineer-i-at-marriott-international-3932936960?refId=PFjUqiCC5l70i2CEXs8M9Q%3D%3D&trackingId=kLYbbOOshKd3Qn8rnmulLA%3D%3D&position=12&pageNum=5&trk=public_jobs_jserp-result_search-card,1 week ago,Marriott International,https://www.linkedin.com/company/marriott-international?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
IT Analyst,https://eg.linkedin.com/jobs/view/it-analyst-at-orange-business-3930123501?refId=PFjUqiCC5l70i2CEXs8M9Q%3D%3D&trackingId=3xYzZfEOPA6ZV2NUSYHfng%3D%3D&position=13&pageNum=5&trk=public_jobs_jserp-result_search-card,2 weeks ago,Orange Business,https://fr.linkedin.com/company/orange-business?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Egypt"
Operations Associate,https://eg.linkedin.com/jobs/view/operations-associate-at-ischool-3933225215?refId=PFjUqiCC5l70i2CEXs8M9Q%3D%3D&trackingId=6RPGgOFp8uZe9sJ4ckWurg%3D%3D&position=14&pageNum=5&trk=public_jobs_jserp-result_search-card,1 month ago,iSchool,https://eg.linkedin.com/company/ischooltech?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Data Scientist,https://eg.linkedin.com/jobs/view/data-scientist-at-mendel-ai-3806375851?refId=PFjUqiCC5l70i2CEXs8M9Q%3D%3D&trackingId=jQgg06mpcWW%2F%2FbGFdzCatA%3D%3D&position=15&pageNum=5&trk=public_jobs_jserp-result_search-card,4 months ago,Mendel.ai,https://www.linkedin.com/company/mendel-ai?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Front-End Web Developer,https://eg.linkedin.com/jobs/view/front-end-web-developer-at-fabulous-3907380177?refId=PFjUqiCC5l70i2CEXs8M9Q%3D%3D&trackingId=XRsUHHp%2FlrNF2t9Ga0%2Be4Q%3D%3D&position=16&pageNum=5&trk=public_jobs_jserp-result_search-card,2 months ago,Fabulous,https://fr.linkedin.com/company/fabulous-app?trk=public_jobs_jserp-result_job-search-card-subtitle,Egypt
Senior Python Fullstack,https://eg.linkedin.com/jobs/view/senior-python-fullstack-at-inovola-3904892752?refId=PFjUqiCC5l70i2CEXs8M9Q%3D%3D&trackingId=flkrtfnyC76plr7oXJL6CQ%3D%3D&position=17&pageNum=5&trk=public_jobs_jserp-result_search-card,1 month ago,Inovola,https://uk.linkedin.com/company/inovola?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Back-end Developer,https://eg.linkedin.com/jobs/view/back-end-developer-at-rabbit-technology-3933178506?refId=PFjUqiCC5l70i2CEXs8M9Q%3D%3D&trackingId=VGJKdZwjR1PzjseKNBynjw%3D%3D&position=18&pageNum=5&trk=public_jobs_jserp-result_search-card,2 weeks ago,Rabbit Technology,https://eg.linkedin.com/company/rabbit-technology?trk=public_jobs_jserp-result_job-search-card-subtitle,"Alexandria, Alexandria, Egypt"
Mechanical Engineer,https://eg.linkedin.com/jobs/view/mechanical-engineer-at-ssc-egypt-3828287550?refId=PFjUqiCC5l70i2CEXs8M9Q%3D%3D&trackingId=pa2O0r9Pqk6CseFOwTFg3A%3D%3D&position=19&pageNum=5&trk=public_jobs_jserp-result_search-card,1 month ago,SSC Egypt,https://eg.linkedin.com/company/ssc-egypt?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Junior Localization Engineer,https://eg.linkedin.com/jobs/view/junior-localization-engineer-at-bayantech-3930996582?refId=PFjUqiCC5l70i2CEXs8M9Q%3D%3D&trackingId=7idN47s8xhwRlRN0LLhzng%3D%3D&position=20&pageNum=5&trk=public_jobs_jserp-result_search-card,2 weeks ago,Bayantech,https://ae.linkedin.com/company/bayan-tech?trk=public_jobs_jserp-result_job-search-card-subtitle,"Giza, Al Jizah, Egypt"
Graduate Associate Engineer - Oracle Apps Developer,https://eg.linkedin.com/jobs/view/graduate-associate-engineer-oracle-apps-developer-at-oracle-3915768639?refId=PFjUqiCC5l70i2CEXs8M9Q%3D%3D&trackingId=zPTC6Z71WGjLK8rsOebgLA%3D%3D&position=21&pageNum=5&trk=public_jobs_jserp-result_search-card,2 days ago,Oracle,https://www.linkedin.com/company/oracle?trk=public_jobs_jserp-result_job-search-card-subtitle,Egypt
Frontend Developer,https://eg.linkedin.com/jobs/view/frontend-developer-at-dsquares-3933468203?refId=PFjUqiCC5l70i2CEXs8M9Q%3D%3D&trackingId=1x8sy6eRVYhlAV6bxpLuLg%3D%3D&position=22&pageNum=5&trk=public_jobs_jserp-result_search-card,1 week ago,Dsquares,https://eg.linkedin.com/company/dsquares?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
NesTalent Technical Graduate Trainee,https://eg.linkedin.com/jobs/view/nestalent-technical-graduate-trainee-at-nestl%C3%A9-3942366647?refId=PFjUqiCC5l70i2CEXs8M9Q%3D%3D&trackingId=d4hCs7oVdbcQGiM0VDehIA%3D%3D&position=23&pageNum=5&trk=public_jobs_jserp-result_search-card,17 hours ago,Nestlé,https://ch.linkedin.com/company/nestle-s-a-?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Backend Engineer,https://eg.linkedin.com/jobs/view/backend-engineer-at-thndr-3816616758?refId=PFjUqiCC5l70i2CEXs8M9Q%3D%3D&trackingId=nCkYUjj0zAkrNDMlSY1SSQ%3D%3D&position=24&pageNum=5&trk=public_jobs_jserp-result_search-card,5 months ago,Thndr,https://eg.linkedin.com/company/thndrapp?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Developer - Machine Learning,https://eg.linkedin.com/jobs/view/developer-machine-learning-at-ihorizons-3942301719?refId=kHcz%2B103oVoU0OkoCizBGg%3D%3D&trackingId=OmA%2FN4eEn6VYl5aw8Wtg4w%3D%3D&position=1&pageNum=6&trk=public_jobs_jserp-result_search-card,1 day ago,iHorizons,https://qa.linkedin.com/company/ihorizons?trk=public_jobs_jserp-result_job-search-card-subtitle,Egypt
Full Stack Engineer,https://eg.linkedin.com/jobs/view/full-stack-engineer-at-kapa-ai-3879685342?refId=kHcz%2B103oVoU0OkoCizBGg%3D%3D&trackingId=YE8hZRpP2oQFJsEjmFqXFQ%3D%3D&position=2&pageNum=6&trk=public_jobs_jserp-result_search-card,2 months ago,kapa.ai,https://www.linkedin.com/company/kapa-ai?trk=public_jobs_jserp-result_job-search-card-subtitle,Egypt
Software Developer,https://eg.linkedin.com/jobs/view/software-developer-at-hindawi-foundation-for-education-and-culture-3935731302?refId=kHcz%2B103oVoU0OkoCizBGg%3D%3D&trackingId=430sQWtd6QoUon9vYhVuPA%3D%3D&position=3&pageNum=6&trk=public_jobs_jserp-result_search-card,1 week ago,Hindawi Foundation,https://uk.linkedin.com/company/hindawi-foundation-for-education-and-culture?trk=public_jobs_jserp-result_job-search-card-subtitle,"Nasr City, Cairo, Egypt"
Backend Developer,https://eg.linkedin.com/jobs/view/backend-developer-at-rabbit-technology-3931377916?refId=kHcz%2B103oVoU0OkoCizBGg%3D%3D&trackingId=to91jXr6PFgadvzCzm3M8w%3D%3D&position=4&pageNum=6&trk=public_jobs_jserp-result_search-card,2 weeks ago,Rabbit Technology,https://eg.linkedin.com/company/rabbit-technology?trk=public_jobs_jserp-result_job-search-card-subtitle,"Alexandria, Alexandria, Egypt"
Tele-Research Associate (Remote work),https://eg.linkedin.com/jobs/view/tele-research-associate-remote-work-at-bnc-network-3943278488?refId=kHcz%2B103oVoU0OkoCizBGg%3D%3D&trackingId=YcuFSvAuLGvZdVSRl%2BHFIw%3D%3D&position=5&pageNum=6&trk=public_jobs_jserp-result_search-card,3 hours ago,BNC Network,https://ae.linkedin.com/company/bncnetwork-air?trk=public_jobs_jserp-result_job-search-card-subtitle,Egypt
Senior BI Engineer,https://eg.linkedin.com/jobs/view/senior-bi-engineer-at-money-fellows-3935188620?refId=kHcz%2B103oVoU0OkoCizBGg%3D%3D&trackingId=k672dAQCHznlMmyY%2B5TJ4Q%3D%3D&position=6&pageNum=6&trk=public_jobs_jserp-result_search-card,1 week ago,Money Fellows,https://eg.linkedin.com/company/moneyfellows?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Junior Collaboration Engineer,https://eg.linkedin.com/jobs/view/junior-collaboration-engineer-at-ssc-egypt-3930140467?refId=kHcz%2B103oVoU0OkoCizBGg%3D%3D&trackingId=cTdFBUeSi0jcSZ%2FaMV6YCg%3D%3D&position=7&pageNum=6&trk=public_jobs_jserp-result_search-card,1 month ago,SSC Egypt,https://eg.linkedin.com/company/ssc-egypt?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
DevOps Engineer,https://eg.linkedin.com/jobs/view/devops-engineer-at-lucidya-3930450701?refId=kHcz%2B103oVoU0OkoCizBGg%3D%3D&trackingId=CMLCDaHGOqA%2BUU06fKD6Xw%3D%3D&position=8&pageNum=6&trk=public_jobs_jserp-result_search-card,1 month ago,Lucidya | لوسيديا,https://sa.linkedin.com/company/lucidya?trk=public_jobs_jserp-result_job-search-card-subtitle,Egypt
Lipton Egypt Summer Internship Program 2024,https://eg.linkedin.com/jobs/view/lipton-egypt-summer-internship-program-2024-at-lipton-teas-and-infusions-3934429706?refId=kHcz%2B103oVoU0OkoCizBGg%3D%3D&trackingId=Io81eaKfrEqJ3gwd5RLprQ%3D%3D&position=9&pageNum=6&trk=public_jobs_jserp-result_search-card,6 days ago,LIPTON Teas and Infusions,https://nl.linkedin.com/company/lipton-teas?trk=public_jobs_jserp-result_job-search-card-subtitle,"Alexandria, Alexandria, Egypt"
Lead Data Scientist,https://eg.linkedin.com/jobs/view/lead-data-scientist-at-money-fellows-3891684227?refId=kHcz%2B103oVoU0OkoCizBGg%3D%3D&trackingId=owqaQQSWiB5UM1xMFxW91g%3D%3D&position=10&pageNum=6&trk=public_jobs_jserp-result_search-card,2 months ago,Money Fellows,https://eg.linkedin.com/company/moneyfellows?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Security Engineer,https://eg.linkedin.com/jobs/view/security-engineer-at-lucidya-3903405158?refId=kHcz%2B103oVoU0OkoCizBGg%3D%3D&trackingId=SLkAZ2EyFTC0P0EPGDsQzw%3D%3D&position=11&pageNum=6&trk=public_jobs_jserp-result_search-card,1 month ago,Lucidya | لوسيديا,https://sa.linkedin.com/company/lucidya?trk=public_jobs_jserp-result_job-search-card-subtitle,Egypt
Data Engineer,https://eg.linkedin.com/jobs/view/data-engineer-at-northbay-solutions-3941486383?refId=kHcz%2B103oVoU0OkoCizBGg%3D%3D&trackingId=%2B%2F1KiEOEMgwjeMpJntl54g%3D%3D&position=12&pageNum=6&trk=public_jobs_jserp-result_search-card,2 days ago,NorthBay Solutions,https://www.linkedin.com/company/northbay-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
نائب رئيس قسم الجودة,https://eg.linkedin.com/jobs/view/%D9%86%D8%A7%D8%A6%D8%A8-%D8%B1%D8%A6%D9%8A%D8%B3-%D9%82%D8%B3%D9%85-%D8%A7%D9%84%D8%AC%D9%88%D8%AF%D8%A9-at-artlink-printing-%D8%A3%D8%B1%D8%AA-%D9%84%D9%8A%D9%86%D9%83-%D9%84%D9%81%D9%86%D9%88%D9%86-%D8%A7%D9%84%D8%B7%D8%A8%D8%A7%D8%B9%D8%A9-3932546258?refId=kHcz%2B103oVoU0OkoCizBGg%3D%3D&trackingId=uxo2asd1JQU0Bd3AYbarww%3D%3D&position=13&pageNum=6&trk=public_jobs_jserp-result_search-card,1 week ago,ArtLink Printing - أرت لينك لفنون الطباعة,https://eg.linkedin.com/company/artlink-printing?trk=public_jobs_jserp-result_job-search-card-subtitle,"Alexandria, Alexandria, Egypt"
Data Scientist,https://eg.linkedin.com/jobs/view/data-scientist-at-envision-employment-solutions-3928263275?refId=kHcz%2B103oVoU0OkoCizBGg%3D%3D&trackingId=daUxJkuZoeb6wNqpJ7NzqA%3D%3D&position=14&pageNum=6&trk=public_jobs_jserp-result_search-card,3 weeks ago,Envision Employment Solutions,https://eg.linkedin.com/company/envision-employment-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Gen AI Developer / Programmer,https://eg.linkedin.com/jobs/view/gen-ai-developer-programmer-at-envision-employment-solutions-3941947549?refId=kHcz%2B103oVoU0OkoCizBGg%3D%3D&trackingId=VSptdVy75ehKA7w8mQptKA%3D%3D&position=15&pageNum=6&trk=public_jobs_jserp-result_search-card,1 day ago,Envision Employment Solutions,https://eg.linkedin.com/company/envision-employment-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Applied Scientist II,https://eg.linkedin.com/jobs/view/applied-scientist-ii-at-microsoft-3908306954?refId=kHcz%2B103oVoU0OkoCizBGg%3D%3D&trackingId=w2y5CWSXAhlY9Cq37cDjJg%3D%3D&position=16&pageNum=6&trk=public_jobs_jserp-result_search-card,2 weeks ago,Microsoft,https://www.linkedin.com/company/microsoft?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Frontend Developer,https://eg.linkedin.com/jobs/view/frontend-developer-at-samtech-middle-east-fz-llc-3942860135?refId=kHcz%2B103oVoU0OkoCizBGg%3D%3D&trackingId=BEhmKlbAEJ7JWiwrmhfl0g%3D%3D&position=17&pageNum=6&trk=public_jobs_jserp-result_search-card,11 hours ago,SamTech Middle East Fz LLC,https://ae.linkedin.com/company/samtech-middle-east?trk=public_jobs_jserp-result_job-search-card-subtitle,"New Cairo, Cairo, Egypt"
Engineer I,https://eg.linkedin.com/jobs/view/engineer-i-at-marriott-international-3932943635?refId=kHcz%2B103oVoU0OkoCizBGg%3D%3D&trackingId=jP1pZ4yySo8WvOlhCLxGqw%3D%3D&position=18&pageNum=6&trk=public_jobs_jserp-result_search-card,1 week ago,Marriott International,https://www.linkedin.com/company/marriott-international?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Mobile Application Developer (Backend),https://eg.linkedin.com/jobs/view/mobile-application-developer-backend-at-d4ds-3887696457?refId=kHcz%2B103oVoU0OkoCizBGg%3D%3D&trackingId=B%2B7GgljDrUFOFhaqdwxLQg%3D%3D&position=19&pageNum=6&trk=public_jobs_jserp-result_search-card,1 month ago,D4DS,https://sa.linkedin.com/company/d4ds-sa?trk=public_jobs_jserp-result_job-search-card-subtitle,"Nasr City, Cairo, Egypt"
Engineer I,https://eg.linkedin.com/jobs/view/engineer-i-at-marriott-international-3932941850?refId=kHcz%2B103oVoU0OkoCizBGg%3D%3D&trackingId=WAtAlUXRUG3Jza5EVy0JNA%3D%3D&position=20&pageNum=6&trk=public_jobs_jserp-result_search-card,1 week ago,Marriott International,https://www.linkedin.com/company/marriott-international?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Engineering Summer Internship,https://eg.linkedin.com/jobs/view/engineering-summer-internship-at-henkel-3922431010?refId=kHcz%2B103oVoU0OkoCizBGg%3D%3D&trackingId=nilZUnl%2BeWUCFdM9V15Sog%3D%3D&position=21&pageNum=6&trk=public_jobs_jserp-result_search-card,2 weeks ago,Henkel,https://de.linkedin.com/company/henkel?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Software Engineer,https://eg.linkedin.com/jobs/view/software-engineer-at-orange-egypt-3900493021?refId=kHcz%2B103oVoU0OkoCizBGg%3D%3D&trackingId=5eyObkuK14gK6DaXKxKQgg%3D%3D&position=22&pageNum=6&trk=public_jobs_jserp-result_search-card,1 month ago,Orange Egypt,https://eg.linkedin.com/company/orange-egypt?trk=public_jobs_jserp-result_job-search-card-subtitle,"Giza, Al Jizah, Egypt"
Junior Design Engineer,https://eg.linkedin.com/jobs/view/junior-design-engineer-at-elsewedy-electric-t-d-3923977878?refId=kHcz%2B103oVoU0OkoCizBGg%3D%3D&trackingId=4jf7HRFphN7C31wXFyOHOA%3D%3D&position=23&pageNum=6&trk=public_jobs_jserp-result_search-card,3 weeks ago,ELSEWEDY ELECTRIC T&D,https://eg.linkedin.com/company/elsewedy-electric-t-d?trk=public_jobs_jserp-result_job-search-card-subtitle,"New Cairo, Cairo, Egypt"
Quality Assurance Engineer,https://eg.linkedin.com/jobs/view/quality-assurance-engineer-at-%D8%A7%D9%84%D8%B3%D9%88%D9%8A%D8%AF%D9%8A-%D8%A7%D9%84%D9%8A%D9%83%D8%AA%D8%B1%D9%8A%D9%83-3937347117?refId=kHcz%2B103oVoU0OkoCizBGg%3D%3D&trackingId=BVechgyYcgDiqmPpUdKQaQ%3D%3D&position=24&pageNum=6&trk=public_jobs_jserp-result_search-card,1 week ago,ELSEWEDY ELECTRIC,https://eg.linkedin.com/company/elsewedyelectric?trk=public_jobs_jserp-result_job-search-card-subtitle,"10th of Ramadan, Sharkia, Egypt"
Junior Design Engineer,https://eg.linkedin.com/jobs/view/junior-design-engineer-at-elsewedy-electric-t-d-3923977878?refId=N0vbaSnwW0jgzfYb73YqMw%3D%3D&trackingId=pjk0w5rT6eF3RPZ7FpcZSQ%3D%3D&position=1&pageNum=7&trk=public_jobs_jserp-result_search-card,3 weeks ago,ELSEWEDY ELECTRIC T&D,https://eg.linkedin.com/company/elsewedy-electric-t-d?trk=public_jobs_jserp-result_job-search-card-subtitle,"New Cairo, Cairo, Egypt"
Quality Assurance Engineer,https://eg.linkedin.com/jobs/view/quality-assurance-engineer-at-%D8%A7%D9%84%D8%B3%D9%88%D9%8A%D8%AF%D9%8A-%D8%A7%D9%84%D9%8A%D9%83%D8%AA%D8%B1%D9%8A%D9%83-3937347117?refId=N0vbaSnwW0jgzfYb73YqMw%3D%3D&trackingId=KNqom58On9vsEwOXG6tCiQ%3D%3D&position=2&pageNum=7&trk=public_jobs_jserp-result_search-card,1 week ago,ELSEWEDY ELECTRIC,https://eg.linkedin.com/company/elsewedyelectric?trk=public_jobs_jserp-result_job-search-card-subtitle,"10th of Ramadan, Sharkia, Egypt"
Engineer I,https://eg.linkedin.com/jobs/view/engineer-i-at-marriott-international-3932943626?refId=N0vbaSnwW0jgzfYb73YqMw%3D%3D&trackingId=zBUQ8Qd0Ejo8rK8Av1A2pw%3D%3D&position=3&pageNum=7&trk=public_jobs_jserp-result_search-card,1 week ago,Marriott International,https://www.linkedin.com/company/marriott-international?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Software Developer,https://eg.linkedin.com/jobs/view/software-developer-at-dubizzle-egypt-3936878031?refId=N0vbaSnwW0jgzfYb73YqMw%3D%3D&trackingId=R4ooddgwRlKPTDlQPwr0Kw%3D%3D&position=4&pageNum=7&trk=public_jobs_jserp-result_search-card,1 week ago,dubizzle Egypt,https://eg.linkedin.com/company/dubizzleegypt?trk=public_jobs_jserp-result_job-search-card-subtitle,"New Cairo, Cairo, Egypt"
Quality Assurance Engineer,https://eg.linkedin.com/jobs/view/quality-assurance-engineer-at-innovationteam-3888106560?refId=N0vbaSnwW0jgzfYb73YqMw%3D%3D&trackingId=0aMBciWioKKd%2F5%2FUsR1eAA%3D%3D&position=5&pageNum=7&trk=public_jobs_jserp-result_search-card,1 month ago,InnovationTeam,https://sa.linkedin.com/company/innovationteamcom?trk=public_jobs_jserp-result_job-search-card-subtitle,Egypt
Assistant Project Engineer,https://eg.linkedin.com/jobs/view/assistant-project-engineer-at-goldwind-3923454979?refId=N0vbaSnwW0jgzfYb73YqMw%3D%3D&trackingId=IgLZJtCu0oOlRJ2nFXP9VA%3D%3D&position=6&pageNum=7&trk=public_jobs_jserp-result_search-card,3 weeks ago,Goldwind,https://cn.linkedin.com/company/goldwind?trk=public_jobs_jserp-result_job-search-card-subtitle,"Al Bahr al Ahmar, Egypt"
