job_title,job_detail_url,job_listed,company_name,company_link,company_location
Senior Projects Engineer,https://eg.linkedin.com/jobs/view/senior-projects-engineer-at-%D8%A7%D9%84%D8%B3%D9%88%D9%8A%D8%AF%D9%8A-%D8%A7%D9%84%D9%8A%D9%83%D8%AA%D8%B1%D9%8A%D9%83-3935585690?refId=dqwTsDr9o49b4a7L%2BH6WXg%3D%3D&trackingId=4wuEKuC0794B%2Fxm2ItvAtg%3D%3D&position=16&pageNum=15&trk=public_jobs_jserp-result_search-card,1 week ago,ELSEWEDY ELECTRIC,https://eg.linkedin.com/company/elsewedyelectric?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ain Sokhna, As Suways, Egypt"
STEM engineer,https://eg.linkedin.com/jobs/view/stem-engineer-at-nutty-scientists-egypt-3844147473?refId=dqwTsDr9o49b4a7L%2BH6WXg%3D%3D&trackingId=qSgYTADk7kR0L9JoxL9p1g%3D%3D&position=17&pageNum=15&trk=public_jobs_jserp-result_search-card,2 days ago,Nutty Scientists - Egypt,https://eg.linkedin.com/company/nutty-scientists---egypt?trk=public_jobs_jserp-result_job-search-card-subtitle,"New Cairo, Cairo, Egypt"
Flutter Developer,https://eg.linkedin.com/jobs/view/flutter-developer-at-dsquares-3935678015?refId=dqwTsDr9o49b4a7L%2BH6WXg%3D%3D&trackingId=emjHBrP23Rt1uhZooiMCsw%3D%3D&position=18&pageNum=15&trk=public_jobs_jserp-result_search-card,1 week ago,Dsquares,https://eg.linkedin.com/company/dsquares?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Data Analytics & AI Lead,https://eg.linkedin.com/jobs/view/data-analytics-ai-lead-at-eva-pharma-3932903692?refId=dqwTsDr9o49b4a7L%2BH6WXg%3D%3D&trackingId=4CiEkE5V6rr%2FUb4KRxkuNA%3D%3D&position=19&pageNum=15&trk=public_jobs_jserp-result_search-card,1 week ago,EVA pharma,https://eg.linkedin.com/company/eva-pharma?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Egypt"
Tech Team - Fullstack Engineer,https://eg.linkedin.com/jobs/view/tech-team-fullstack-engineer-at-manara-3932071395?refId=dqwTsDr9o49b4a7L%2BH6WXg%3D%3D&trackingId=Ti9bHG0Sdem18JSVya4uEA%3D%3D&position=20&pageNum=15&trk=public_jobs_jserp-result_search-card,1 month ago,Manara,https://www.linkedin.com/company/teammanara?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Process Engineer Manufacturing - Cairo & October 6th Plants- 0 to 3 years of experience,https://eg.linkedin.com/jobs/view/process-engineer-manufacturing-cairo-october-6th-plants-0-to-3-years-of-experience-at-procter-gamble-3912786060?refId=dqwTsDr9o49b4a7L%2BH6WXg%3D%3D&trackingId=VxKR7CfMitMzYnrbnHM9RQ%3D%3D&position=21&pageNum=15&trk=public_jobs_jserp-result_search-card,2 weeks ago,Procter & Gamble,https://www.linkedin.com/company/procter-and-gamble?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Automation Engineer,https://eg.linkedin.com/jobs/view/automation-engineer-at-%D8%AA%D8%A7%D8%B1%D8%AC%D8%AA-%D9%84%D9%84%D9%85%D9%88%D8%A7%D8%B1%D8%AF-%D8%A7%D9%84%D8%A8%D8%B4%D8%B1%D9%8A%D8%A9-3926248478?refId=dqwTsDr9o49b4a7L%2BH6WXg%3D%3D&trackingId=FSOBDkPxhZjCQh9Uw3Ffvw%3D%3D&position=22&pageNum=15&trk=public_jobs_jserp-result_search-card,3 weeks ago,Target Recruitment & HR Solutions,https://eg.linkedin.com/company/target-recruitment-&-hr-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Egypt"
Unstructured Data Scientist,https://eg.linkedin.com/jobs/view/unstructured-data-scientist-at-beyond-limits-3841437261?refId=dqwTsDr9o49b4a7L%2BH6WXg%3D%3D&trackingId=oukfNIyRdJxiX%2Fh3HICy%2Fw%3D%3D&position=23&pageNum=15&trk=public_jobs_jserp-result_search-card,2 weeks ago,Beyond Limits,https://www.linkedin.com/company/beyond-ai?trk=public_jobs_jserp-result_job-search-card-subtitle,Egypt
Senior Support Engineer,https://eg.linkedin.com/jobs/view/senior-support-engineer-at-egyptian-banks-company-3929582246?refId=dqwTsDr9o49b4a7L%2BH6WXg%3D%3D&trackingId=iPyi4Bv9qDvoABii1VDm3A%3D%3D&position=24&pageNum=15&trk=public_jobs_jserp-result_search-card,1 month ago,Egyptian Banks Company,https://eg.linkedin.com/company/egyptian-banks-company?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Senior Software QC Engineer,https://eg.linkedin.com/jobs/view/senior-software-qc-engineer-at-halan-%D8%AD%D8%A7%D9%84%D8%A7-3813743032?refId=dqwTsDr9o49b4a7L%2BH6WXg%3D%3D&trackingId=l%2FO0%2BUF2SkJYt0faU%2FqMEA%3D%3D&position=25&pageNum=15&trk=public_jobs_jserp-result_search-card,4 months ago,Halan - حالا,https://eg.linkedin.com/company/halan?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Unstructured Data Scientist,https://eg.linkedin.com/jobs/view/unstructured-data-scientist-at-beyond-limits-3841437261?refId=HTK6h2fQvZqJ0AcryLr7rQ%3D%3D&trackingId=pMiltAb8ECv4UA8tZtqojA%3D%3D&position=1&pageNum=16&trk=public_jobs_jserp-result_search-card,2 weeks ago,Beyond Limits,https://www.linkedin.com/company/beyond-ai?trk=public_jobs_jserp-result_job-search-card-subtitle,Egypt
Senior Support Engineer,https://eg.linkedin.com/jobs/view/senior-support-engineer-at-egyptian-banks-company-3929582246?refId=HTK6h2fQvZqJ0AcryLr7rQ%3D%3D&trackingId=TkZ03kMHPN0aVB6edioskQ%3D%3D&position=2&pageNum=16&trk=public_jobs_jserp-result_search-card,1 month ago,Egyptian Banks Company,https://eg.linkedin.com/company/egyptian-banks-company?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Senior Software QC Engineer,https://eg.linkedin.com/jobs/view/senior-software-qc-engineer-at-halan-%D8%AD%D8%A7%D9%84%D8%A7-3813743032?refId=HTK6h2fQvZqJ0AcryLr7rQ%3D%3D&trackingId=q%2F3VB3r2UCDFmIQxg6qbgQ%3D%3D&position=3&pageNum=16&trk=public_jobs_jserp-result_search-card,4 months ago,Halan - حالا,https://eg.linkedin.com/company/halan?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
University Intern-MEA,https://eg.linkedin.com/jobs/view/university-intern-mea-at-marriott-international-3940989889?refId=HTK6h2fQvZqJ0AcryLr7rQ%3D%3D&trackingId=u6UCvf7n6s83IloFlShsrg%3D%3D&position=4&pageNum=16&trk=public_jobs_jserp-result_search-card,2 days ago,Marriott International,https://www.linkedin.com/company/marriott-international?trk=public_jobs_jserp-result_job-search-card-subtitle,"Sharm El Sheikh, South Sinai, Egypt"
Mechanical Maintenance Engineer,https://eg.linkedin.com/jobs/view/mechanical-maintenance-engineer-at-%D8%A7%D9%84%D8%B3%D9%88%D9%8A%D8%AF%D9%8A-%D8%A7%D9%84%D9%8A%D9%83%D8%AA%D8%B1%D9%8A%D9%83-3920818427?refId=HTK6h2fQvZqJ0AcryLr7rQ%3D%3D&trackingId=XCzDDVHrrTg%2FmIHh3BcHAw%3D%3D&position=5&pageNum=16&trk=public_jobs_jserp-result_search-card,4 weeks ago,ELSEWEDY ELECTRIC,https://eg.linkedin.com/company/elsewedyelectric?trk=public_jobs_jserp-result_job-search-card-subtitle,"10th of Ramadan, Sharkia, Egypt"
IT Solution Architect,https://eg.linkedin.com/jobs/view/it-solution-architect-at-ssc-egypt-3894834184?refId=HTK6h2fQvZqJ0AcryLr7rQ%3D%3D&trackingId=w1G30vqCVRBqB81Q9%2B2BXg%3D%3D&position=6&pageNum=16&trk=public_jobs_jserp-result_search-card,1 month ago,SSC Egypt,https://eg.linkedin.com/company/ssc-egypt?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Indoor Sales Engineer,https://eg.linkedin.com/jobs/view/indoor-sales-engineer-at-technology-center-for-trade-supplies-motovario-3931116832?refId=HTK6h2fQvZqJ0AcryLr7rQ%3D%3D&trackingId=CZbnZCQZ%2FUUp00K4vpwdFA%3D%3D&position=7&pageNum=16&trk=public_jobs_jserp-result_search-card,6 days ago,Technology Center for Trade & Supplies - MOTOVARIO,https://eg.linkedin.com/company/technology-center-motovario-?trk=public_jobs_jserp-result_job-search-card-subtitle,"Al Jizah, Egypt"
Web Developer,https://eg.linkedin.com/jobs/view/web-developer-at-everest-minds-3831940342?refId=HTK6h2fQvZqJ0AcryLr7rQ%3D%3D&trackingId=iJAfWMHcSw6yQcCPwWj14Q%3D%3D&position=8&pageNum=16&trk=public_jobs_jserp-result_search-card,3 months ago,Everest Minds,https://eg.linkedin.com/company/everest-minds?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Senior Data Engineer - Gaming & Media,https://eg.linkedin.com/jobs/view/senior-data-engineer-gaming-media-at-mondia-group-3887660567?refId=HTK6h2fQvZqJ0AcryLr7rQ%3D%3D&trackingId=5kuRHNCP59vI1xjbcCY2Jg%3D%3D&position=9&pageNum=16&trk=public_jobs_jserp-result_search-card,1 month ago,Mondia Group,https://ae.linkedin.com/company/mondia-media?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
"Software Engineer ""Backend Engineer""",https://eg.linkedin.com/jobs/view/software-engineer-backend-engineer-at-incorta-3870681689?refId=HTK6h2fQvZqJ0AcryLr7rQ%3D%3D&trackingId=GDeSUZulFMMeh6HTk6KecQ%3D%3D&position=10&pageNum=16&trk=public_jobs_jserp-result_search-card,2 months ago,Incorta,https://www.linkedin.com/company/incorta?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Senior Site Engineer (mechanical) (oil and gas),https://eg.linkedin.com/jobs/view/senior-site-engineer-mechanical-oil-and-gas-at-ssc-egypt-3828284970?refId=HTK6h2fQvZqJ0AcryLr7rQ%3D%3D&trackingId=3T2HU3CmIUmsp3c7uRxzYg%3D%3D&position=11&pageNum=16&trk=public_jobs_jserp-result_search-card,1 month ago,SSC Egypt,https://eg.linkedin.com/company/ssc-egypt?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Software Testing Engineer II,https://eg.linkedin.com/jobs/view/software-testing-engineer-ii-at-breadfast-3808248404?refId=HTK6h2fQvZqJ0AcryLr7rQ%3D%3D&trackingId=cCCnxJZ%2FUzAPWS2ismKWxA%3D%3D&position=12&pageNum=16&trk=public_jobs_jserp-result_search-card,4 months ago,Breadfast,https://eg.linkedin.com/company/breadfast?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Machine Learning Instructor Full-Time,https://eg.linkedin.com/jobs/view/machine-learning-instructor-full-time-at-amit-learning-3939066348?refId=HTK6h2fQvZqJ0AcryLr7rQ%3D%3D&trackingId=dFvkRIeVwZRzR7lsVHuIAA%3D%3D&position=13&pageNum=16&trk=public_jobs_jserp-result_search-card,1 day ago,AMIT Learning,https://eg.linkedin.com/company/amit-learning?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Egypt"
Technical Office Engineer,https://eg.linkedin.com/jobs/view/technical-office-engineer-at-eden-facility-management-3918858151?refId=HTK6h2fQvZqJ0AcryLr7rQ%3D%3D&trackingId=Ua%2Bvvxi%2B7TX6hkvfEKMHlA%3D%3D&position=14&pageNum=16&trk=public_jobs_jserp-result_search-card,4 weeks ago,Eden Facility Management,https://eg.linkedin.com/company/edenfmeg?trk=public_jobs_jserp-result_job-search-card-subtitle,"Qesm El Maadi, Cairo, Egypt"
Data Engineer,https://eg.linkedin.com/jobs/view/data-engineer-at-salt-3940982074?refId=HTK6h2fQvZqJ0AcryLr7rQ%3D%3D&trackingId=uz3BBr34AZt6ArC5U34rZA%3D%3D&position=15&pageNum=16&trk=public_jobs_jserp-result_search-card,2 days ago,Salt,https://uk.linkedin.com/company/salt?trk=public_jobs_jserp-result_job-search-card-subtitle,"New Cairo, Cairo, Egypt"
Technical Support Engineer,https://eg.linkedin.com/jobs/view/technical-support-engineer-at-schneider-electric-3925173341?refId=HTK6h2fQvZqJ0AcryLr7rQ%3D%3D&trackingId=%2BnaFaoZOivBcbeyXeveROg%3D%3D&position=16&pageNum=16&trk=public_jobs_jserp-result_search-card,3 weeks ago,Schneider Electric,https://fr.linkedin.com/company/mge-ups-systems?trk=public_jobs_jserp-result_job-search-card-subtitle,Egypt
DARE PepsiCo Summer Internship 2024- IT Assuit,https://eg.linkedin.com/jobs/view/dare-pepsico-summer-internship-2024-it-assuit-at-pepsico-3939642178?refId=HTK6h2fQvZqJ0AcryLr7rQ%3D%3D&trackingId=TcMSipMRPZdu1T%2B12cMq1w%3D%3D&position=17&pageNum=16&trk=public_jobs_jserp-result_search-card,5 days ago,PepsiCo,https://www.linkedin.com/company/pepsico?trk=public_jobs_jserp-result_job-search-card-subtitle,"Asyūţ, Asyut, Egypt"
NLP Reasearcher/Engineer Internship,https://eg.linkedin.com/jobs/view/nlp-reasearcher-engineer-internship-at-rekrut-by-talent-360-3790470322?refId=HTK6h2fQvZqJ0AcryLr7rQ%3D%3D&trackingId=PTfpKgJXNsVKsnl2szZpmA%3D%3D&position=18&pageNum=16&trk=public_jobs_jserp-result_search-card,5 months ago,Rekrut by Talent 360,https://eg.linkedin.com/company/rekrut-talents?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Senior Quality Control Engineer - Banking,https://eg.linkedin.com/jobs/view/senior-quality-control-engineer-banking-at-advansys-3930486393?refId=HTK6h2fQvZqJ0AcryLr7rQ%3D%3D&trackingId=jQ3V9SwZYy9durfhT5P54g%3D%3D&position=19&pageNum=16&trk=public_jobs_jserp-result_search-card,2 weeks ago,Advansys,https://ae.linkedin.com/company/advansys-esc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
University Intern-MEA,https://eg.linkedin.com/jobs/view/university-intern-mea-at-marriott-international-3941926249?refId=HTK6h2fQvZqJ0AcryLr7rQ%3D%3D&trackingId=QiRnRtc7yB2SRJNT5o27qA%3D%3D&position=20&pageNum=16&trk=public_jobs_jserp-result_search-card,1 day ago,Marriott International,https://www.linkedin.com/company/marriott-international?trk=public_jobs_jserp-result_job-search-card-subtitle,"Sharm El Sheikh, South Sinai, Egypt"
DevOps Engineer- Alex,https://eg.linkedin.com/jobs/view/devops-engineer-alex-at-misr-technology-services-3921232680?refId=HTK6h2fQvZqJ0AcryLr7rQ%3D%3D&trackingId=nHoT98%2B5n%2BP953X083NoGg%3D%3D&position=21&pageNum=16&trk=public_jobs_jserp-result_search-card,4 weeks ago,Misr Technology Services,https://eg.linkedin.com/company/misr-technology-services?trk=public_jobs_jserp-result_job-search-card-subtitle,"Alexandria, Alexandria, Egypt"
University Intern-MEA,https://eg.linkedin.com/jobs/view/university-intern-mea-at-marriott-international-3940989892?refId=HTK6h2fQvZqJ0AcryLr7rQ%3D%3D&trackingId=onq2krxhILAgjsw79ps2XQ%3D%3D&position=22&pageNum=16&trk=public_jobs_jserp-result_search-card,2 days ago,Marriott International,https://www.linkedin.com/company/marriott-international?trk=public_jobs_jserp-result_job-search-card-subtitle,"Sharm El Sheikh, South Sinai, Egypt"
Help Desk Engineer,https://eg.linkedin.com/jobs/view/help-desk-engineer-at-beltone-3935686722?refId=HTK6h2fQvZqJ0AcryLr7rQ%3D%3D&trackingId=FL8tbEygTPQXE0sPD17aLw%3D%3D&position=23&pageNum=16&trk=public_jobs_jserp-result_search-card,1 week ago,Beltone,https://eg.linkedin.com/company/beltoneholding?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Egypt"
Maintenance Engineer ' Giza ',https://eg.linkedin.com/jobs/view/maintenance-engineer-giza-at-rekrut-by-talent-360-3888348490?refId=HTK6h2fQvZqJ0AcryLr7rQ%3D%3D&trackingId=evfUoXleIRNWjicY7LYrGA%3D%3D&position=24&pageNum=16&trk=public_jobs_jserp-result_search-card,1 month ago,Rekrut by Talent 360,https://eg.linkedin.com/company/rekrut-talents?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Data Engineer-Octopus,https://eg.linkedin.com/jobs/view/data-engineer-octopus-at-robusta-studio-3936851901?refId=HTK6h2fQvZqJ0AcryLr7rQ%3D%3D&trackingId=w1CJJYQdFKULWxY7GZYpYg%3D%3D&position=25&pageNum=16&trk=public_jobs_jserp-result_search-card,1 month ago,Robusta Studio,https://eg.linkedin.com/company/robusta-studio?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Senior Software Developer - Media Analytics,https://eg.linkedin.com/jobs/view/senior-software-developer-media-analytics-at-affectiva-3921230796?refId=lP9x%2B6qft2mmOw%2BIqtMUcQ%3D%3D&trackingId=yrIiRArc4h3axbJb9x%2FSsA%3D%3D&position=1&pageNum=17&trk=public_jobs_jserp-result_search-card,4 weeks ago,Affectiva,https://www.linkedin.com/company/affectiva_2?trk=public_jobs_jserp-result_job-search-card-subtitle,"New Heliopolis, Cairo, Egypt"
MEP Project Engineer,https://eg.linkedin.com/jobs/view/mep-project-engineer-at-amjaad-technology-3942610779?refId=lP9x%2B6qft2mmOw%2BIqtMUcQ%3D%3D&trackingId=OCZAUZ83Kvf7BT%2BlCXMRUQ%3D%3D&position=2&pageNum=17&trk=public_jobs_jserp-result_search-card,1 day ago,Amjaad Technology,https://eg.linkedin.com/company/amjaadtechnology?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Egypt"
Developer and Support of Applications and Software Solutions,https://eg.linkedin.com/jobs/view/developer-and-support-of-applications-and-software-solutions-at-ssc-egypt-3828288465?refId=lP9x%2B6qft2mmOw%2BIqtMUcQ%3D%3D&trackingId=eAL%2B%2FQ636wcD6IWoXinFvA%3D%3D&position=3&pageNum=17&trk=public_jobs_jserp-result_search-card,1 month ago,SSC Egypt,https://eg.linkedin.com/company/ssc-egypt?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
"Engineering Manager, Fintech",https://eg.linkedin.com/jobs/view/engineering-manager-fintech-at-b-labs-3920321099?refId=lP9x%2B6qft2mmOw%2BIqtMUcQ%3D%3D&trackingId=0MSe8f5pVJ3%2Fz8mqZMzIAg%3D%3D&position=4&pageNum=17&trk=public_jobs_jserp-result_search-card,1 month ago,b_labs,https://eg.linkedin.com/company/wearablabs?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Frontend Developer (ReactJS/NextJS),https://eg.linkedin.com/jobs/view/frontend-developer-reactjs-nextjs-at-illa-3942116502?refId=lP9x%2B6qft2mmOw%2BIqtMUcQ%3D%3D&trackingId=OP3bk2HakTsKNJq0I%2Bd5hw%3D%3D&position=5&pageNum=17&trk=public_jobs_jserp-result_search-card,1 day ago,ILLA,https://eg.linkedin.com/company/illa-for-transportation-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Software Testing Engineer,https://eg.linkedin.com/jobs/view/software-testing-engineer-at-robusta-studio-3917723227?refId=lP9x%2B6qft2mmOw%2BIqtMUcQ%3D%3D&trackingId=L1oPux1AiP7MWDl4lNDhHg%3D%3D&position=6&pageNum=17&trk=public_jobs_jserp-result_search-card,1 month ago,Robusta Studio,https://eg.linkedin.com/company/robusta-studio?trk=public_jobs_jserp-result_job-search-card-subtitle,Egypt
Physics Tutor (Freelance),https://eg.linkedin.com/jobs/view/physics-tutor-freelance-at-nagwa-3787732412?refId=lP9x%2B6qft2mmOw%2BIqtMUcQ%3D%3D&trackingId=Ph1Tc%2BiaJROUD%2FnoI0NKSw%3D%3D&position=7&pageNum=17&trk=public_jobs_jserp-result_search-card,5 months ago,Nagwa,https://uk.linkedin.com/company/teamnagwa?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Data & Analytics Strategy Executive,https://eg.linkedin.com/jobs/view/data-analytics-strategy-executive-at-dentsu-3941766997?refId=lP9x%2B6qft2mmOw%2BIqtMUcQ%3D%3D&trackingId=CnSvpGjwvexdKuCw8IuErg%3D%3D&position=8&pageNum=17&trk=public_jobs_jserp-result_search-card,2 days ago,dentsu,https://jp.linkedin.com/company/dentsu?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Design Engineer,https://eg.linkedin.com/jobs/view/design-engineer-at-chichome-3939993466?refId=lP9x%2B6qft2mmOw%2BIqtMUcQ%3D%3D&trackingId=MF%2BWAog34plXM2%2BNty2LIw%3D%3D&position=9&pageNum=17&trk=public_jobs_jserp-result_search-card,3 days ago,CHICHOME,https://www.linkedin.com/company/chichomeco?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Egypt"
University Intern-MEA,https://eg.linkedin.com/jobs/view/university-intern-mea-at-marriott-international-3940994302?refId=lP9x%2B6qft2mmOw%2BIqtMUcQ%3D%3D&trackingId=87xIUzFR5MxhDqfYnmSSzg%3D%3D&position=10&pageNum=17&trk=public_jobs_jserp-result_search-card,2 days ago,Marriott International,https://www.linkedin.com/company/marriott-international?trk=public_jobs_jserp-result_job-search-card-subtitle,"Sharm El Sheikh, South Sinai, Egypt"
Mechanical Engineer,https://eg.linkedin.com/jobs/view/mechanical-engineer-at-eg-master-development-3942680245?refId=lP9x%2B6qft2mmOw%2BIqtMUcQ%3D%3D&trackingId=hvOgIJmwv%2FpJCZE89YfoQQ%3D%3D&position=11&pageNum=17&trk=public_jobs_jserp-result_search-card,17 hours ago,EG Master Development,https://eg.linkedin.com/company/eg-master-development?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Egypt"
معلم رياضيات - ابتدائي (Freelance),https://eg.linkedin.com/jobs/view/%D9%85%D8%B9%D9%84%D9%85-%D8%B1%D9%8A%D8%A7%D8%B6%D9%8A%D8%A7%D8%AA-%D8%A7%D8%A8%D8%AA%D8%AF%D8%A7%D8%A6%D9%8A-freelance-at-nagwa-3928201313?refId=lP9x%2B6qft2mmOw%2BIqtMUcQ%3D%3D&trackingId=XSwZWPjU%2Fi2MvhFB9NqZiw%3D%3D&position=12&pageNum=17&trk=public_jobs_jserp-result_search-card,2 weeks ago,Nagwa,https://uk.linkedin.com/company/teamnagwa?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Remote Python Programmer,https://eg.linkedin.com/jobs/view/remote-python-programmer-at-turing-3928693275?refId=lP9x%2B6qft2mmOw%2BIqtMUcQ%3D%3D&trackingId=qWpoOq7IN2pSIEAAG2kdSw%3D%3D&position=13&pageNum=17&trk=public_jobs_jserp-result_search-card,1 month ago,Turing,https://www.linkedin.com/company/turingcom?trk=public_jobs_jserp-result_job-search-card-subtitle,Egypt
University Intern-MEA,https://eg.linkedin.com/jobs/view/university-intern-mea-at-marriott-international-3940993348?refId=lP9x%2B6qft2mmOw%2BIqtMUcQ%3D%3D&trackingId=7HlwwZyS6yN6PJM7Npte3g%3D%3D&position=14&pageNum=17&trk=public_jobs_jserp-result_search-card,2 days ago,Marriott International,https://www.linkedin.com/company/marriott-international?trk=public_jobs_jserp-result_job-search-card-subtitle,"Sharm El Sheikh, South Sinai, Egypt"
Backend Developer ( Node.JS ),https://eg.linkedin.com/jobs/view/backend-developer-node-js-at-inovola-3879597456?refId=lP9x%2B6qft2mmOw%2BIqtMUcQ%3D%3D&trackingId=J2AA%2BkLFlos84C9BQSTftw%3D%3D&position=15&pageNum=17&trk=public_jobs_jserp-result_search-card,3 months ago,Inovola,https://uk.linkedin.com/company/inovola?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Rust Developer,https://eg.linkedin.com/jobs/view/rust-developer-at-sarmad-3934595802?refId=lP9x%2B6qft2mmOw%2BIqtMUcQ%3D%3D&trackingId=4wg1GaPDw0%2F0SIk8cHaidA%3D%3D&position=16&pageNum=17&trk=public_jobs_jserp-result_search-card,1 week ago,Sarmad,https://sa.linkedin.com/company/sarmad-sa?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Mid-Level Front-End Engineer,https://eg.linkedin.com/jobs/view/mid-level-front-end-engineer-at-palm-outsourcing-3935461897?refId=lP9x%2B6qft2mmOw%2BIqtMUcQ%3D%3D&trackingId=5q4j5vx3eouo54TIpvQvsg%3D%3D&position=17&pageNum=17&trk=public_jobs_jserp-result_search-card,1 week ago,Palm Outsourcing,https://uk.linkedin.com/company/palm-outsourcing?trk=public_jobs_jserp-result_job-search-card-subtitle,Egypt
Technical office Engineer,https://eg.linkedin.com/jobs/view/technical-office-engineer-at-hitachi-rail-3940237398?refId=lP9x%2B6qft2mmOw%2BIqtMUcQ%3D%3D&trackingId=CX6rRHg%2FWOg0PI6N5q92gg%3D%3D&position=18&pageNum=17&trk=public_jobs_jserp-result_search-card,4 days ago,Hitachi Rail,https://uk.linkedin.com/company/hitachirail?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
Senior Machine Learning Engineer,https://eg.linkedin.com/jobs/view/senior-machine-learning-engineer-at-blackstone-eit-3941689977?refId=lP9x%2B6qft2mmOw%2BIqtMUcQ%3D%3D&trackingId=T5C5qQizG5kYbc%2FZE3hFAw%3D%3D&position=19&pageNum=17&trk=public_jobs_jserp-result_search-card,1 day ago,BlackStone eIT,https://www.linkedin.com/company/blackstoneeit?trk=public_jobs_jserp-result_job-search-card-subtitle,Egypt
Service Engineer,https://eg.linkedin.com/jobs/view/service-engineer-at-amico-group-3888466098?refId=lP9x%2B6qft2mmOw%2BIqtMUcQ%3D%3D&trackingId=QRQF7O8K0nIUL9ZT%2FjYdWQ%3D%3D&position=20&pageNum=17&trk=public_jobs_jserp-result_search-card,1 month ago,AMICO Group,https://ae.linkedin.com/company/amico?trk=public_jobs_jserp-result_job-search-card-subtitle,"Asyūţ, Asyut, Egypt"
University Intern-MEA,https://eg.linkedin.com/jobs/view/university-intern-mea-at-marriott-international-3941929026?refId=lP9x%2B6qft2mmOw%2BIqtMUcQ%3D%3D&trackingId=Z4rM6NEGOutwQNiNboZ%2Fug%3D%3D&position=21&pageNum=17&trk=public_jobs_jserp-result_search-card,1 day ago,Marriott International,https://www.linkedin.com/company/marriott-international?trk=public_jobs_jserp-result_job-search-card-subtitle,"Sharm El Sheikh, South Sinai, Egypt"
Sales Engineer,https://eg.linkedin.com/jobs/view/sales-engineer-at-electrobulk-for-engineering-and-supplies-ebesco-3940175371?refId=lP9x%2B6qft2mmOw%2BIqtMUcQ%3D%3D&trackingId=%2By1RKrxEUpQPa29YYI8g4g%3D%3D&position=22&pageNum=17&trk=public_jobs_jserp-result_search-card,3 days ago,Electrobulk for Engineering and Supplies(EBESCO),https://eg.linkedin.com/company/electrobulk-for-engineering-and-supplies?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Egypt"
DevOps Engineer,https://eg.linkedin.com/jobs/view/devops-engineer-at-queen-tech-solutions-3913188288?refId=lP9x%2B6qft2mmOw%2BIqtMUcQ%3D%3D&trackingId=HbQEM6Q22V9ZQJdyahzZFg%3D%3D&position=23&pageNum=17&trk=public_jobs_jserp-result_search-card,1 month ago,Queen Tech Solutions,https://eg.linkedin.com/company/queen-tech-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cairo, Cairo, Egypt"
